Quantity,Unit Price,Discount,Sales,Profit,Region_North,Region_South,Region_West,City_Amritsar,City_Bangalore,City_Bhubaneswar,City_Chandigarh,City_Chennai,City_Coimbatore,City_Delhi,City_Goa,City_Guwahati,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Patna,City_Pune,City_Ranchi,City_Surat,City_Thiruvananthapuram,Category_Books,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Home Decor,Category_Kitchen,Category_Sports,Category_Toys,Sub-Category_Action Figure,Sub-Category_Bed,Sub-Category_Biography,Sub-Category_Board Game,Sub-Category_Cabinet,Sub-Category_Camera,Sub-Category_Chair,Sub-Category_Clock,Sub-Category_Comics,Sub-Category_Cookware Set,Sub-Category_Cricket Bat,Sub-Category_Cushion,Sub-Category_Doll,Sub-Category_Dumbbells,Sub-Category_Face Cream,Sub-Category_Fiction,Sub-Category_Football,Sub-Category_Foundation,Sub-Category_Headphones,Sub-Category_Juicer,Sub-Category_Kids Wear,Sub-Category_Lamp,Sub-Category_Laptop,Sub-Category_Lipstick,Sub-Category_Men's Wear,Sub-Category_Microwave,Sub-Category_Mixer Grinder,Sub-Category_Mobile,Sub-Category_Non-Fiction,Sub-Category_Oil,Sub-Category_Perfume,Sub-Category_Puzzle,Sub-Category_RC Car,Sub-Category_Refrigerator,Sub-Category_Rice,Sub-Category_Shampoo,Sub-Category_Shoes,Sub-Category_Smartwatch,Sub-Category_Sofa,Sub-Category_Spices,Sub-Category_Sugar,Sub-Category_Table,Sub-Category_Tennis Racket,Sub-Category_Textbook,Sub-Category_Vase,Sub-Category_Wall Art,Sub-Category_Wheat,Sub-Category_Women's Wear,Sub-Category_Yoga Mat,Payment Mode_Credit Card,Payment Mode_Debit Card,Payment Mode_Net Banking,Payment Mode_UPI,Year,Month,Day,Quarter,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Is_Weekend_True,Month_sin,Month_cos,Day_sin,Day_cos,Product_Avg_Sales,Product_Avg_Profit,Product_Order_Count
3,12925,20,31020.0,2254.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,8,7,3,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.9884683243281114,0.1514277775045767,31020.0,2254.01,1
4,28451,20,91043.2,17254.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,11,6,4,0,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203,60966.1,10701.495,2
1,46500,20,37200.0,7575.46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,2,16,1,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,37200.0,7575.46,1
4,73548,20,235353.6,32457.28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,11,28,4,0,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.5712682150947924,0.8207634412072763,146294.6,21421.095,2
3,51697,5,147336.45,21418.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,8,14,3,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,151617.225,16382.425,2
1,39944,15,33952.4,7336.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2025,7,17,3,0,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,74332.3,13127.7,2
4,18454,20,59052.8,3756.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,2,4,1,0,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.7247927872291199,0.6889669190756866,59052.8,3756.64,1
2,30222,0,60444.0,5067.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,12,14,4,0,1,0,0,0,0,1,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,60444.0,5067.9,1
5,7034,15,29894.5,7348.88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2,1,1,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,29894.5,7348.88,1
5,57335,20,229340.0,28515.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,7,15,3,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,0.10116832198743272,-0.994869323391895,229340.0,28515.03,1
4,9093,10,32734.8,4322.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,10,26,4,0,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,52457.425,8202.765,2
2,34565,15,58760.5,13789.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,10,30,4,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943,58760.5,13789.31,1
5,52040,0,260200.0,18189.62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,12,29,4,0,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,260200.0,18189.62,1
2,53365,20,85384.0,15861.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,2,13,1,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,85384.0,15861.81,1
4,15498,0,61992.0,5890.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2024,9,19,3,0,0,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911,141917.26666666666,12174.586666666668,3
1,3128,15,2658.8,362.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,10,30,4,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943,2658.8,362.44,1
5,23664,15,100572.0,22121.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,3,31,1,0,0,1,0,0,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,100572.0,22121.16,1
2,28416,10,51148.8,5324.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,2,24,1,1,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,64971.9,9628.115,2
1,59778,15,50811.3,8498.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,3,18,1,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-0.4853019625310808,-0.8743466161445822,50811.3,8498.57,1
4,31095,15,105723.0,22061.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,6,13,2,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,105723.0,22061.05,1
2,50258,15,85438.6,10418.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023,10,18,4,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,85438.6,10418.46,1
2,60360,5,114684.0,11743.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,9,24,3,0,0,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,114523.45,9385.48,2
2,63148,5,119981.2,23234.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,3,2,1,0,1,0,0,0,0,1,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306,57649.5,10947.26,3
5,57913,0,289565.0,61458.27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,5,21,2,0,0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,107750.66666666667,21856.513333333332,3
2,58276,10,104896.8,17061.36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025,1,16,1,0,0,0,1,0,0,0,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,104896.8,17061.36,1
5,6472,10,29124.0,7277.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,11,7,4,0,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767,77259.6,10563.869999999999,2
3,3517,5,10023.45,1456.11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025,1,12,1,0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.7587581226927909,46661.325,8831.33,2
3,7479,20,17949.6,2704.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,3,28,1,0,0,0,1,0,0,0,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,45249.3,9953.85,2
5,72191,10,324859.5,53183.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2024,10,21,4,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,324859.5,53183.45,1
1,59846,5,56853.7,9759.16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,15,4,0,0,1,0,0,0,1,-2.4492935982947064e-16,1.0,0.10116832198743272,-0.994869323391895,56853.7,9759.16,1
1,59828,5,56836.6,8325.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,6,3,2,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,56836.6,8325.15,1
2,27785,0,55570.0,6793.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2025,8,30,3,0,1,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.20129852008866114,0.9795299412524943,55570.0,6793.55,1
3,24823,10,67022.1,14626.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,10,25,4,0,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,71431.95,8807.863333333333,3
3,50511,10,136379.7,20913.92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,11,22,4,0,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213,136379.7,20913.92,1
4,39061,20,124995.2,30886.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,2,5,1,1,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,124995.2,30886.7,1
5,30115,10,135517.5,8531.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,3,7,1,0,0,0,1,0,0,0,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,85943.25,6045.645,2
1,43894,20,35115.2,4820.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,10,26,4,0,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,43427.774999999994,6386.549999999999,2
3,33800,5,96330.0,11891.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,2,5,1,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,95886.86666666665,13235.063333333334,3
2,9711,10,17479.8,2640.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025,3,27,1,0,0,0,1,0,0,0,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865,163667.275,31309.06,2
5,57388,20,229552.0,51151.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025,2,20,1,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,229552.0,51151.3,1
4,27669,20,88540.8,16698.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2024,6,9,2,0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,70620.4,10262.644999999999,2
2,63300,0,126600.0,16591.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,9,29,3,0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,66989.8,9083.199999999999,2
4,32197,10,115909.2,27119.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2025,9,2,3,0,0,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.39435585511331855,0.9189578116202306,115909.2,27119.3,1
4,25239,15,85812.6,9112.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,8,27,3,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.72479278722912,0.6889669190756865,85812.6,9112.69,1
4,47304,15,160833.6,35806.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,2,16,1,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,80659.35,17959.35,2
2,19112,10,34401.6,6928.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,4,16,2,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952,34401.6,6928.02,1
5,890,20,3560.0,448.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,4,14,2,0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.29936312297335804,-0.9541392564000488,3560.0,448.45,1
4,62321,5,236819.8,40372.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,10,2,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.8978045395707416,-0.4403941515576344,236819.8,40372.4,1
5,31545,5,149838.75,36850.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2025,4,22,2,0,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9680771188662041,-0.2506525322587213,149838.75,36850.09,1
1,77022,5,73170.9,10033.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,9,27,3,0,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.72479278722912,0.6889669190756865,129080.75,13843.83,2
